"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Randomise_questionnaire_elements?","Question_Key","Response","id"
"2046","2","1656413171458","28/06/2022 10:46:11","1656413171387","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2","6","trpxfsfj"
"2047","3","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2-quantised","6","trpxfsfj"
"2048","4","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2","3","trpxfsfj"
"2049","5","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2-quantised","3","trpxfsfj"
"2050","6","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2","6","trpxfsfj"
"2051","7","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2-quantised","6","trpxfsfj"
"2052","8","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2","5","trpxfsfj"
"2053","9","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2-quantised","5","trpxfsfj"
"2054","10","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2","6","trpxfsfj"
"2055","11","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2-quantised","6","trpxfsfj"
"2056","12","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2","5","trpxfsfj"
"2057","13","1656413171502","28/06/2022 10:46:11","1656413171388","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2-quantised","5","trpxfsfj"
"2058","14","1656413171502","28/06/2022 10:46:11","1656413171389","1","28/06/2022 11:46:11","90346","5","questionnaire-e3lq",NA,"22830266","trpxfsfj","6695065",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","END QUESTIONNAIRE","27558","trpxfsfj"
"2059","1","1656418073896","28/06/2022 12:07:53","1656418073811","1","28/06/2022 13:07:53","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","BEGIN QUESTIONNAIRE",NA,"64qj2z1q"
"2060","2","1656418098800","28/06/2022 12:08:18","1656418098757","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2","6","64qj2z1q"
"2061","3","1656418098850","28/06/2022 12:08:18","1656418098758","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2-quantised","6","64qj2z1q"
"2062","4","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2","5","64qj2z1q"
"2063","5","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2-quantised","5","64qj2z1q"
"2064","6","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2","4","64qj2z1q"
"2065","7","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2-quantised","4","64qj2z1q"
"2066","8","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2","5","64qj2z1q"
"2067","9","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2-quantised","5","64qj2z1q"
"2068","10","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2","5","64qj2z1q"
"2069","11","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2-quantised","5","64qj2z1q"
"2070","12","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2","5","64qj2z1q"
"2071","13","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2-quantised","5","64qj2z1q"
"2072","14","1656418098850","28/06/2022 12:08:18","1656418098759","1","28/06/2022 13:08:18","90346","5","questionnaire-e3lq",NA,"22831424","64qj2z1q","6695383",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","END QUESTIONNAIRE","24948","64qj2z1q"
"2073","1","1656422404180","28/06/2022 13:20:04","1656422404075","1","28/06/2022 14:20:04","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","BEGIN QUESTIONNAIRE",NA,"u90pn3po"
"2074","2","1656422441957","28/06/2022 13:20:41","1656422441894","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2","5","u90pn3po"
"2075","3","1656422442006","28/06/2022 13:20:42","1656422441896","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2-quantised","5","u90pn3po"
"2076","4","1656422442006","28/06/2022 13:20:42","1656422441896","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2","4","u90pn3po"
"2077","5","1656422442006","28/06/2022 13:20:42","1656422441896","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2-quantised","4","u90pn3po"
"2078","6","1656422442006","28/06/2022 13:20:42","1656422441896","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2","4","u90pn3po"
"2079","7","1656422442006","28/06/2022 13:20:42","1656422441896","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2-quantised","4","u90pn3po"
"2080","8","1656422442006","28/06/2022 13:20:42","1656422441896","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2","4","u90pn3po"
"2081","9","1656422442006","28/06/2022 13:20:42","1656422441896","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2-quantised","4","u90pn3po"
"2082","10","1656422442006","28/06/2022 13:20:42","1656422441896","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2","4","u90pn3po"
"2083","11","1656422442006","28/06/2022 13:20:42","1656422441897","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2-quantised","4","u90pn3po"
"2084","12","1656422442006","28/06/2022 13:20:42","1656422441897","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2","4","u90pn3po"
"2085","13","1656422442006","28/06/2022 13:20:42","1656422441897","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2-quantised","4","u90pn3po"
"2086","14","1656422442006","28/06/2022 13:20:42","1656422441897","1","28/06/2022 14:20:41","90346","5","questionnaire-e3lq",NA,"22832779","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","END QUESTIONNAIRE","37822","u90pn3po"
"2087","1","1656426518256","28/06/2022 14:28:38","1656426518152","1","28/06/2022 15:28:38","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","BEGIN QUESTIONNAIRE",NA,"vtnpc9v0"
"2088","2","1656426541243","28/06/2022 14:29:01","1656426541198","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2","5","vtnpc9v0"
"2089","3","1656426541307","28/06/2022 14:29:01","1656426541199","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2-quantised","5","vtnpc9v0"
"2090","4","1656426541307","28/06/2022 14:29:01","1656426541199","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2","2","vtnpc9v0"
"2091","5","1656426541307","28/06/2022 14:29:01","1656426541199","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2-quantised","2","vtnpc9v0"
"2092","6","1656426541307","28/06/2022 14:29:01","1656426541200","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2","4","vtnpc9v0"
"2093","7","1656426541307","28/06/2022 14:29:01","1656426541200","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2-quantised","4","vtnpc9v0"
"2094","8","1656426541307","28/06/2022 14:29:01","1656426541200","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2","3","vtnpc9v0"
"2095","9","1656426541307","28/06/2022 14:29:01","1656426541200","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2-quantised","3","vtnpc9v0"
"2096","10","1656426541307","28/06/2022 14:29:01","1656426541200","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2","3","vtnpc9v0"
"2097","11","1656426541307","28/06/2022 14:29:01","1656426541200","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2-quantised","3","vtnpc9v0"
"2098","12","1656426541307","28/06/2022 14:29:01","1656426541200","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2","3","vtnpc9v0"
"2099","13","1656426541307","28/06/2022 14:29:01","1656426541200","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2-quantised","3","vtnpc9v0"
"2100","14","1656426541307","28/06/2022 14:29:01","1656426541200","1","28/06/2022 15:29:01","90346","5","questionnaire-e3lq",NA,"22834190","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","END QUESTIONNAIRE","23048","vtnpc9v0"
"2101","1","1656695288447","01/07/2022 17:08:08","1656695286260","1","01/07/2022 18:08:06","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","BEGIN QUESTIONNAIRE",NA,"eo7g3bb9"
"2102","2","1656695312922","01/07/2022 17:08:32","1656695310630","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2","4","eo7g3bb9"
"2103","3","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2-quantised","4","eo7g3bb9"
"2104","4","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2","2","eo7g3bb9"
"2105","5","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2-quantised","2","eo7g3bb9"
"2106","6","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2","3","eo7g3bb9"
"2107","7","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_attractiveness-2-quantised","3","eo7g3bb9"
"2108","8","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2","4","eo7g3bb9"
"2109","9","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_art_knowledge-2-quantised","4","eo7g3bb9"
"2110","10","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2","5","eo7g3bb9"
"2111","11","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_competent-2-quantised","5","eo7g3bb9"
"2112","12","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2","6","eo7g3bb9"
"2113","13","1656695312973","01/07/2022 17:08:32","1656695310632","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_rational-2-quantised","6","eo7g3bb9"
"2114","14","1656695312973","01/07/2022 17:08:32","1656695310633","1","01/07/2022 18:08:30","90346","5","questionnaire-e3lq",NA,"22907112","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","END QUESTIONNAIRE","24373","eo7g3bb9"
"2115","1","1656700032113","01/07/2022 18:27:12","1656700031983","1","01/07/2022 19:27:11","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","BEGIN QUESTIONNAIRE",NA,"eyf8awh6"
"2116","2","1656700051814","01/07/2022 18:27:31","1656700051745","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2","6","eyf8awh6"
"2117","3","1656700051877","01/07/2022 18:27:31","1656700051747","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_friendly-2-quantised","6","eyf8awh6"
"2118","4","1656700051877","01/07/2022 18:27:31","1656700051747","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2","2","eyf8awh6"
"2119","5","1656700051877","01/07/2022 18:27:31","1656700051747","1","01/07/2022 19:27:31","90346","5","questionnaire-e3lq",NA,"22907752","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 2","2","No","rating_similarity-2-quantised","2","eyf8awh6"
