"","Participant_Public_ID","Task_Name","Screen_Name","Zone_Name","Response","Hint"
"1937","eo7g3bb9","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right this time."""
"1938","eo7g3bb9","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1939","eo7g3bb9","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1940","eo7g3bb9","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"1942","eo7g3bb9","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1943","eo7g3bb9","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1944","eo7g3bb9","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1945","eo7g3bb9","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"1947","eo7g3bb9","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right."""
"1948","eo7g3bb9","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right."""
"1949","eo7g3bb9","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"1950","eo7g3bb9","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"1957","eyf8awh6","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left."""
"1958","eyf8awh6","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left."""
"1959","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1960","eyf8awh6","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"1962","eyf8awh6","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"1963","eyf8awh6","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"1964","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"1965","eyf8awh6","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose right this time."""
"1967","eyf8awh6","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1968","eyf8awh6","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1969","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"1970","eyf8awh6","Maze game_Lucile&Amie","Right","Zone2","Continue","""It’s left this time, I think."""
"1972","eyf8awh6","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left."""
"1973","eyf8awh6","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left."""
"1974","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1975","eyf8awh6","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"1977","eyf8awh6","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right this time."""
"1978","eyf8awh6","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1979","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1980","eyf8awh6","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"1982","eyf8awh6","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left this time."""
"1983","eyf8awh6","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"1984","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose left this time."""
"1985","eyf8awh6","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose left this time."""
"1987","eyf8awh6","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right."""
"1988","eyf8awh6","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right."""
"1989","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"1990","eyf8awh6","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"1992","eyf8awh6","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s right this time, I think."""
"1993","eyf8awh6","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s right this time, I think."""
"1994","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"1995","eyf8awh6","Maze game_Lucile&Amie","Right","Zone2","Continue","""It’s right this time, I think."""
"1997","eyf8awh6","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"1998","eyf8awh6","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"1999","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2000","eyf8awh6","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2002","eyf8awh6","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2003","eyf8awh6","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2004","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"2005","eyf8awh6","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose right this time."""
"2007","eyf8awh6","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"2008","eyf8awh6","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"2009","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2010","eyf8awh6","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2012","eyf8awh6","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right."""
"2013","eyf8awh6","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right."""
"2014","eyf8awh6","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"2015","eyf8awh6","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"2022","8a4rmozk","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left."""
"2023","8a4rmozk","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left."""
"2024","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"2025","8a4rmozk","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"2027","8a4rmozk","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2028","8a4rmozk","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2029","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2030","8a4rmozk","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2032","8a4rmozk","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"2033","8a4rmozk","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"2034","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2035","8a4rmozk","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2037","8a4rmozk","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left."""
"2038","8a4rmozk","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left."""
"2039","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"2040","8a4rmozk","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"2042","8a4rmozk","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right this time."""
"2043","8a4rmozk","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"2044","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2045","8a4rmozk","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2047","8a4rmozk","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left this time."""
"2048","8a4rmozk","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left this time."""
"2049","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"2050","8a4rmozk","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left this time."""
"2052","8a4rmozk","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right."""
"2053","8a4rmozk","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right."""
"2054","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose right."""
"2055","8a4rmozk","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose right."""
"2057","8a4rmozk","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s right this time, I think."""
"2058","8a4rmozk","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s right this time, I think."""
"2059","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s right this time, I think."""
"2060","8a4rmozk","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s right this time, I think."""
"2062","8a4rmozk","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"2063","8a4rmozk","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"2064","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2065","8a4rmozk","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2067","8a4rmozk","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2068","8a4rmozk","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2069","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2070","8a4rmozk","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2072","8a4rmozk","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"2073","8a4rmozk","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"2074","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2075","8a4rmozk","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2077","8a4rmozk","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right."""
"2078","8a4rmozk","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right."""
"2079","8a4rmozk","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"2080","8a4rmozk","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"2087","ske1wdwv","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left."""
"2088","ske1wdwv","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left."""
"2089","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"2090","ske1wdwv","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"2092","ske1wdwv","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2093","ske1wdwv","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2094","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2095","ske1wdwv","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2097","ske1wdwv","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"2098","ske1wdwv","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"2099","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2100","ske1wdwv","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2102","ske1wdwv","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left."""
"2103","ske1wdwv","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left."""
"2104","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"2105","ske1wdwv","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"2107","ske1wdwv","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2108","ske1wdwv","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2109","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"2110","ske1wdwv","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose right this time."""
"2112","ske1wdwv","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left this time."""
"2113","ske1wdwv","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"2114","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"2115","ske1wdwv","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left this time."""
"2117","ske1wdwv","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right."""
"2118","ske1wdwv","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right."""
"2119","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"2120","ske1wdwv","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"2122","ske1wdwv","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s right this time, I think."""
"2123","ske1wdwv","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s right this time, I think."""
"2124","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"2125","ske1wdwv","Maze game_Lucile&Amie","Right","Zone2","Continue","""It’s right this time, I think."""
"2127","ske1wdwv","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"2128","ske1wdwv","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"2129","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2130","ske1wdwv","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2132","ske1wdwv","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2133","ske1wdwv","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2134","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2135","ske1wdwv","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2137","ske1wdwv","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"2138","ske1wdwv","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"2139","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2140","ske1wdwv","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2142","ske1wdwv","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right."""
"2143","ske1wdwv","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right."""
"2144","ske1wdwv","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"2145","ske1wdwv","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"2152","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left."""
"2153","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left."""
"2154","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"2155","wkig7g26","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"2157","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2158","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2159","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2160","wkig7g26","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2162","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"2163","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"2164","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2165","wkig7g26","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2167","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left."""
"2168","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left."""
"2169","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"2170","wkig7g26","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"2172","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2173","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2174","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2175","wkig7g26","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2177","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left this time."""
"2178","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left this time."""
"2179","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"2180","wkig7g26","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left this time."""
"2182","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right."""
"2183","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right."""
"2184","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"2185","wkig7g26","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"2187","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s right this time, I think."""
"2188","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s right this time, I think."""
"2189","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"2190","wkig7g26","Maze game_Lucile&Amie","Right","Zone2","Continue","""It’s right this time, I think."""
"2192","wkig7g26","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"2193","wkig7g26","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"2194","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2195","wkig7g26","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2197","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2198","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2199","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2200","wkig7g26","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2202","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"2203","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"2204","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2205","wkig7g26","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2207","wkig7g26","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right."""
"2208","wkig7g26","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right."""
"2209","wkig7g26","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"2210","wkig7g26","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"2217","x886pg16","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left."""
"2218","x886pg16","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left."""
"2219","x886pg16","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"2220","x886pg16","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"2222","x886pg16","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2223","x886pg16","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2224","x886pg16","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2225","x886pg16","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2227","x886pg16","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"2228","x886pg16","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"2229","x886pg16","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2230","x886pg16","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2232","x886pg16","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left."""
"2233","x886pg16","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left."""
"2234","x886pg16","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"2235","x886pg16","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"2237","x886pg16","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2238","x886pg16","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2239","x886pg16","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2240","x886pg16","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2242","x886pg16","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left this time."""
"2243","x886pg16","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left this time."""
"2244","x886pg16","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"2245","x886pg16","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left this time."""
"2247","x886pg16","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right."""
"2248","x886pg16","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right."""
"2249","x886pg16","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"2250","x886pg16","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"2252","x886pg16","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s right this time, I think."""
"2253","x886pg16","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s right this time, I think."""
"2254","x886pg16","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"2255","x886pg16","Maze game_Lucile&Amie","Right","Zone2","Continue","""It’s right this time, I think."""
"2257","x886pg16","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"2258","x886pg16","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"2259","x886pg16","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2260","x886pg16","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2262","x886pg16","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2263","x886pg16","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2264","x886pg16","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2265","x886pg16","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2267","x886pg16","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"2268","x886pg16","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"2269","x886pg16","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2270","x886pg16","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2272","x886pg16","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right."""
"2273","x886pg16","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right."""
"2274","x886pg16","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"2275","x886pg16","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"2282","4swlxwke","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left."""
"2283","4swlxwke","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left."""
"2284","4swlxwke","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"2285","4swlxwke","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"2287","4swlxwke","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right this time."""
"2288","4swlxwke","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"2289","4swlxwke","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2290","4swlxwke","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2292","4swlxwke","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"2293","4swlxwke","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"2294","4swlxwke","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"2295","4swlxwke","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"2297","4swlxwke","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left."""
"2298","4swlxwke","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left."""
"2299","4swlxwke","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"2300","4swlxwke","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"2302","4swlxwke","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"2303","4swlxwke","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"2304","4swlxwke","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"2305","4swlxwke","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"2307","4swlxwke","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left this time."""
"2308","4swlxwke","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left this time."""
